Inscrições para vagas remanescentes da pós-graduação abrem nesta quinta (01.09)
 | JENPEX abre inscrições para que alunos e servidores apresentem oficinas ou minicursos durante o evento
 | Lançado concurso com 24 vagas de nível médio e superior para 9 campi e Reitoria
 | "Após partida experimental, Badminton integrará próximo JIFMT "
 | Comissão de saúde do JIFMT celebra bons resultados de trabalho em equipe
 | Campus Alta Floresta representa IFMT na Final do eJIF Nacional 
 | 
